person_id,date,attendance_binary,is_exam_period,month,day_of_week,workload_indicator,rolling_avg_7d,rolling_avg_30d,prev_7d_attendance,prev_30d_attendance,consecutive_absences,z_score_deviation,attendance_trend,attendance_variance_14d,short_long_avg_gap
PAK-01,2025-01-21,1,0,1,1,2.9,0.8571428571428571,0.8571428571428571,6.0,12.0,0.0,-0.2150445233189006,0.004396,0.13186813186813187,0.0
PAK-01,2025-01-22,1,0,1,2,3.2,0.8571428571428571,0.8666666666666667,6.0,13.0,0.0,-0.2150445233189006,0.013187,0.13186813186813187,0.009523809523809601
PAK-01,2025-01-23,1,0,1,3,2.9,0.8571428571428571,0.875,6.0,14.0,0.0,-0.2150445233189006,-0.010989,0.07142857142857145,0.017857142857142905
PAK-01,2025-01-24,1,0,1,4,2.9,0.8571428571428571,0.8823529411764706,6.0,15.0,0.0,-0.2150445233189006,-0.006593,0.07142857142857145,0.025210084033613467
PAK-01,2025-01-27,1,0,1,0,2.9,0.8571428571428571,0.8888888888888888,6.0,16.0,0.0,-0.2150445233189006,-0.002198,0.07142857142857145,0.031746031746031744
PAK-01,2025-01-28,1,0,1,1,3.2,1.0,0.8947368421052632,7.0,17.0,0.0,0.30106233264646093,0.002198,0.07142857142857145,-0.10526315789473684
PAK-01,2025-01-29,1,0,1,2,3.0,1.0,0.9,7.0,18.0,0.0,0.30106233264646093,0.006593,0.07142857142857145,-0.09999999999999998
PAK-01,2025-01-30,1,0,1,3,3.5,1.0,0.9047619047619048,7.0,19.0,0.0,0.30106233264646093,0.010989,0.07142857142857145,-0.09523809523809523
PAK-01,2025-01-31,1,0,1,4,2.9,1.0,0.9090909090909091,7.0,20.0,0.0,0.30106233264646093,0.015385,0.07142857142857145,-0.09090909090909094
PAK-01,2025-02-03,1,0,2,0,4.2,1.0,0.9130434782608695,7.0,21.0,0.0,0.30106233264646093,0.01978,0.07142857142857145,-0.08695652173913049
PAK-01,2025-02-04,1,0,2,1,4.1,1.0,0.9166666666666666,7.0,22.0,0.0,0.30106233264646093,0.024176,0.07142857142857145,-0.08333333333333337
PAK-01,2025-02-05,1,0,2,2,4.2,1.0,0.92,7.0,23.0,0.0,0.30106233264646093,0.028571,0.07142857142857145,-0.07999999999999996
PAK-01,2025-02-06,1,0,2,3,4.0,1.0,0.9230769230769231,7.0,24.0,0.0,0.30106233264646093,-0.0,0.0,-0.07692307692307687
PAK-01,2025-02-07,1,0,2,4,3.5,1.0,0.9259259259259259,7.0,25.0,0.0,0.30106233264646093,-0.0,0.0,-0.07407407407407407
PAK-01,2025-02-10,1,0,2,0,3.8,1.0,0.9285714285714286,7.0,26.0,0.0,0.30106233264646093,-0.0,0.0,-0.0714285714285714
PAK-01,2025-02-11,1,0,2,1,4.6,1.0,0.9310344827586207,7.0,27.0,0.0,0.30106233264646093,-0.0,0.0,-0.06896551724137934
PAK-01,2025-02-12,1,0,2,2,3.9,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,-0.0,0.0,-0.06666666666666665
PAK-01,2025-02-13,1,0,2,3,3.9,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,-0.0,0.0,-0.06666666666666665
PAK-01,2025-02-14,1,0,2,4,4.2,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-02-17,0,0,2,0,4.6,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-02-18,0,0,2,1,5.1,0.8571428571428571,0.9333333333333333,6.0,28.0,1.0,-0.2150445233189006,-0.028571,0.07142857142857145,0.07619047619047625
PAK-01,2025-02-19,0,0,2,2,5.0,0.7142857142857143,0.9,5.0,27.0,2.0,-0.7311513792842617,-0.052747,0.13186813186813187,0.18571428571428572
PAK-01,2025-02-20,1,0,2,3,4.6,0.5714285714285714,0.8666666666666667,4.0,26.0,3.0,-1.247258235249623,-0.072527,0.18131868131868129,0.2952380952380953
PAK-01,2025-02-21,1,0,2,4,5.0,0.5714285714285714,0.8666666666666667,4.0,26.0,0.0,-1.247258235249623,-0.059341,0.18131868131868129,0.2952380952380953
PAK-01,2025-02-24,1,0,2,0,5.8,0.5714285714285714,0.8666666666666667,4.0,26.0,0.0,-1.247258235249623,-0.046154,0.18131868131868129,0.2952380952380953
PAK-01,2025-02-25,1,0,2,1,6.0,0.5714285714285714,0.8666666666666667,4.0,26.0,0.0,-1.247258235249623,-0.032967,0.18131868131868129,0.2952380952380953
PAK-01,2025-02-26,1,0,2,2,6.2,0.5714285714285714,0.8666666666666667,4.0,26.0,0.0,-1.247258235249623,-0.01978,0.18131868131868129,0.2952380952380953
PAK-01,2025-02-27,1,0,2,3,6.2,0.7142857142857143,0.8666666666666667,5.0,26.0,0.0,-0.7311513792842617,-0.006593,0.18131868131868129,0.1523809523809524
PAK-01,2025-02-28,1,0,2,4,5.9,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,0.006593,0.18131868131868129,0.04285714285714293
PAK-01,2025-03-03,1,0,3,0,7.1,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.01978,0.18131868131868129,-0.09999999999999998
PAK-01,2025-03-04,1,0,3,1,7.2,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.032967,0.18131868131868129,-0.09999999999999998
PAK-01,2025-03-05,1,0,3,2,7.6,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.046154,0.18131868131868129,-0.09999999999999998
PAK-01,2025-03-06,1,0,3,3,7.1,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.059341,0.18131868131868129,-0.09999999999999998
PAK-01,2025-03-07,1,0,3,4,6.7,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.072527,0.18131868131868129,-0.09999999999999998
PAK-01,2025-03-10,1,1,3,0,8.8,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.052747,0.13186813186813187,-0.09999999999999998
PAK-01,2025-03-11,1,1,3,1,9.4,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.028571,0.07142857142857144,-0.09999999999999998
PAK-01,2025-03-12,0,1,3,2,9.2,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,-0.0,0.0,-0.09999999999999998
PAK-01,2025-03-13,1,1,3,3,8.4,0.8571428571428571,0.8666666666666667,6.0,26.0,1.0,-0.2150445233189006,-0.028571,0.07142857142857144,0.009523809523809601
PAK-01,2025-03-14,0,1,3,4,8.6,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.024176,0.07142857142857144,0.009523809523809601
PAK-01,2025-03-17,1,1,3,0,8.6,0.7142857142857143,0.8333333333333334,5.0,25.0,1.0,-0.7311513792842617,-0.048352,0.13186813186813187,0.11904761904761907
PAK-01,2025-03-18,1,1,3,1,9.5,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.7311513792842617,-0.03956,0.13186813186813187,0.11904761904761907
PAK-01,2025-03-19,1,1,3,2,9.2,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.7311513792842617,-0.030769,0.13186813186813187,0.11904761904761907
PAK-01,2025-03-20,1,1,3,3,8.9,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.7311513792842617,-0.021978,0.13186813186813187,0.11904761904761907
PAK-01,2025-03-21,1,1,3,4,9.0,0.7142857142857143,0.8333333333333334,5.0,25.0,0.0,-0.7311513792842617,-0.013187,0.13186813186813187,0.11904761904761907
PAK-01,2025-03-24,1,0,3,0,3.9,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,-0.2150445233189006,-0.004396,0.13186813186813187,-0.023809523809523725
PAK-01,2025-03-25,1,0,3,1,3.6,0.8571428571428571,0.8333333333333334,6.0,25.0,0.0,-0.2150445233189006,0.004396,0.13186813186813187,-0.023809523809523725
PAK-01,2025-03-26,1,0,3,2,3.8,1.0,0.8333333333333334,7.0,25.0,0.0,0.30106233264646093,0.013187,0.13186813186813187,-0.16666666666666663
PAK-01,2025-03-27,1,0,3,3,3.5,1.0,0.8333333333333334,7.0,25.0,0.0,0.30106233264646093,0.021978,0.13186813186813187,-0.16666666666666663
PAK-01,2025-03-28,1,0,3,4,4.5,1.0,0.8333333333333334,7.0,25.0,0.0,0.30106233264646093,0.030769,0.13186813186813187,-0.16666666666666663
PAK-01,2025-03-31,1,0,3,0,4.0,1.0,0.8333333333333334,7.0,25.0,0.0,0.30106233264646093,0.03956,0.13186813186813187,-0.16666666666666663
PAK-01,2025-04-01,1,0,4,1,4.0,1.0,0.8666666666666667,7.0,26.0,0.0,0.30106233264646093,0.048352,0.13186813186813187,-0.1333333333333333
PAK-01,2025-04-02,1,0,4,2,4.3,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.024176,0.07142857142857144,-0.09999999999999998
PAK-01,2025-04-03,1,0,4,3,4.2,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,0.028571,0.07142857142857144,-0.06666666666666665
PAK-01,2025-04-04,1,0,4,4,4.1,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,-0.0,0.0,-0.06666666666666665
PAK-01,2025-04-07,1,0,4,0,4.3,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,-0.0,0.0,-0.06666666666666665
PAK-01,2025-04-08,0,0,4,1,4.3,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,-0.0,0.0,-0.06666666666666665
PAK-01,2025-04-09,1,0,4,2,3.6,0.8571428571428571,0.9,6.0,27.0,1.0,-0.2150445233189006,-0.028571,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-10,1,0,4,3,4.4,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,-0.024176,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-11,1,0,4,4,4.6,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,-0.01978,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-14,1,0,4,0,3.8,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,-0.015385,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-15,1,0,4,1,4.3,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,-0.010989,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-16,1,0,4,2,4.1,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,-0.006593,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-17,1,0,4,3,4.0,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,-0.002198,0.07142857142857144,0.04285714285714293
PAK-01,2025-04-18,1,0,4,4,3.0,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.002198,0.07142857142857144,-0.09999999999999998
PAK-01,2025-04-21,1,0,4,0,4.2,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.006593,0.07142857142857144,-0.09999999999999998
PAK-01,2025-04-22,1,0,4,1,3.5,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.010989,0.07142857142857144,-0.09999999999999998
PAK-01,2025-04-23,1,0,4,2,4.1,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.015385,0.07142857142857144,-0.09999999999999998
PAK-01,2025-04-24,1,0,4,3,4.1,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,0.01978,0.07142857142857144,-0.06666666666666665
PAK-01,2025-04-25,1,0,4,4,4.1,1.0,0.9333333333333333,7.0,28.0,0.0,0.30106233264646093,0.024176,0.07142857142857144,-0.06666666666666665
PAK-01,2025-04-28,1,0,4,0,4.2,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,0.028571,0.07142857142857144,-0.033333333333333326
PAK-01,2025-04-29,1,0,4,1,3.9,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-04-30,1,0,4,2,4.1,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-01,1,0,5,3,5.2,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-02,1,0,5,4,5.1,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-05,1,0,5,0,5.9,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-06,1,0,5,1,5.3,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-07,1,0,5,2,4.7,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-08,1,0,5,3,4.8,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-09,1,0,5,4,5.2,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-12,1,0,5,0,5.9,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-13,1,0,5,1,6.5,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-14,1,0,5,2,6.2,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-15,1,0,5,3,5.6,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-16,1,0,5,4,6.4,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-19,1,0,5,0,6.4,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-20,1,0,5,1,6.8,1.0,0.9666666666666667,7.0,29.0,0.0,0.30106233264646093,-0.0,0.0,-0.033333333333333326
PAK-01,2025-05-21,1,0,5,2,7.0,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-22,1,0,5,3,6.7,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-23,1,0,5,4,7.1,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-26,1,0,5,0,7.8,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-27,1,0,5,1,8.1,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-28,1,0,5,2,7.8,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-29,1,0,5,3,8.0,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-05-30,1,0,5,4,7.9,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-02,1,1,6,0,9.2,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-03,1,1,6,1,8.3,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-04,1,1,6,2,8.7,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-05,1,1,6,3,8.7,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-06,1,1,6,4,9.2,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-09,1,1,6,0,8.8,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-10,1,1,6,1,9.1,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-11,1,1,6,2,9.0,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-12,1,1,6,3,9.5,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-13,1,1,6,4,9.2,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-16,1,0,6,0,4.2,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-17,1,0,6,1,3.9,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-18,1,0,6,2,3.7,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-19,1,0,6,3,3.6,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-20,1,0,6,4,3.9,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-23,1,0,6,0,3.8,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-24,1,0,6,1,4.3,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-25,1,0,6,2,4.0,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-26,1,0,6,3,3.9,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-27,1,0,6,4,4.4,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-06-30,1,0,6,0,4.0,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-01,1,0,7,1,4.1,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-02,1,0,7,2,3.7,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-03,1,0,7,3,4.7,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-04,1,0,7,4,3.5,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-07,1,0,7,0,4.1,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-08,0,0,7,1,3.5,1.0,1.0,7.0,30.0,0.0,0.30106233264646093,-0.0,0.0,0.0
PAK-01,2025-07-09,1,0,7,2,4.2,0.8571428571428571,0.9666666666666667,6.0,29.0,1.0,-0.2150445233189006,-0.028571,0.07142857142857144,0.10952380952380958
PAK-01,2025-07-10,1,0,7,3,3.7,0.8571428571428571,0.9666666666666667,6.0,29.0,0.0,-0.2150445233189006,-0.024176,0.07142857142857144,0.10952380952380958
PAK-01,2025-07-11,1,0,7,4,4.2,0.8571428571428571,0.9666666666666667,6.0,29.0,0.0,-0.2150445233189006,-0.01978,0.07142857142857144,0.10952380952380958
PAK-01,2025-07-14,1,0,7,0,4.1,0.8571428571428571,0.9666666666666667,6.0,29.0,0.0,-0.2150445233189006,-0.015385,0.07142857142857144,0.10952380952380958
PAK-01,2025-07-15,0,0,7,1,4.4,0.8571428571428571,0.9666666666666667,6.0,29.0,0.0,-0.2150445233189006,-0.010989,0.07142857142857144,0.10952380952380958
PAK-01,2025-07-16,0,0,7,2,4.5,0.7142857142857143,0.9333333333333333,5.0,28.0,1.0,-0.7311513792842617,-0.035165,0.13186813186813187,0.21904761904761905
PAK-01,2025-07-17,1,0,7,3,4.0,0.5714285714285714,0.9,4.0,27.0,2.0,-1.247258235249623,-0.054945,0.18131868131868129,0.3285714285714286
PAK-01,2025-07-18,1,0,7,4,4.7,0.7142857142857143,0.9,5.0,27.0,0.0,-0.7311513792842617,-0.041758,0.18131868131868129,0.18571428571428572
PAK-01,2025-07-21,1,0,7,0,3.8,0.7142857142857143,0.9,5.0,27.0,0.0,-0.7311513792842617,-0.028571,0.18131868131868129,0.18571428571428572
PAK-01,2025-07-22,1,0,7,1,3.7,0.7142857142857143,0.9,5.0,27.0,0.0,-0.7311513792842617,-0.015385,0.18131868131868129,0.18571428571428572
PAK-01,2025-07-23,1,0,7,2,4.1,0.7142857142857143,0.9,5.0,27.0,0.0,-0.7311513792842617,-0.002198,0.18131868131868129,0.18571428571428572
PAK-01,2025-07-24,1,0,7,3,4.3,0.7142857142857143,0.9,5.0,27.0,0.0,-0.7311513792842617,0.010989,0.18131868131868129,0.18571428571428572
PAK-01,2025-07-25,1,0,7,4,3.9,0.8571428571428571,0.9,6.0,27.0,0.0,-0.2150445233189006,0.024176,0.18131868131868129,0.04285714285714293
PAK-01,2025-07-28,1,0,7,0,3.4,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.037363,0.18131868131868129,-0.09999999999999998
PAK-01,2025-07-29,1,0,7,1,4.4,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.017582,0.13186813186813187,-0.09999999999999998
PAK-01,2025-07-30,1,0,7,2,3.8,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.026374,0.13186813186813187,-0.09999999999999998
PAK-01,2025-07-31,1,0,7,3,3.9,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.035165,0.13186813186813187,-0.09999999999999998
PAK-01,2025-08-01,1,0,8,4,2.5,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.043956,0.13186813186813187,-0.09999999999999998
PAK-01,2025-08-04,1,0,8,0,3.6,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.052747,0.13186813186813187,-0.09999999999999998
PAK-01,2025-08-05,0,0,8,1,3.2,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.028571,0.07142857142857144,-0.09999999999999998
PAK-01,2025-08-06,1,0,8,2,3.2,0.8571428571428571,0.8666666666666667,6.0,26.0,1.0,-0.2150445233189006,-0.028571,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-07,1,0,8,3,3.0,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.024176,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-08,1,0,8,4,2.7,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.01978,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-11,1,0,8,0,3.4,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.015385,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-12,1,0,8,1,3.9,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.010989,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-13,1,0,8,2,3.2,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.006593,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-14,1,0,8,3,3.7,0.8571428571428571,0.8666666666666667,6.0,26.0,0.0,-0.2150445233189006,-0.002198,0.07142857142857144,0.009523809523809601
PAK-01,2025-08-15,1,0,8,4,2.8,1.0,0.8666666666666667,7.0,26.0,0.0,0.30106233264646093,0.002198,0.07142857142857144,-0.1333333333333333
PAK-01,2025-08-18,1,0,8,0,2.8,1.0,0.8666666666666667,7.0,26.0,0.0,0.30106233264646093,0.006593,0.07142857142857144,-0.1333333333333333
PAK-01,2025-08-19,1,0,8,1,2.5,1.0,0.8666666666666667,7.0,26.0,0.0,0.30106233264646093,0.010989,0.07142857142857144,-0.1333333333333333
PAK-01,2025-08-20,1,0,8,2,3.2,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.015385,0.07142857142857144,-0.09999999999999998
PAK-01,2025-08-21,1,0,8,3,3.0,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.01978,0.07142857142857144,-0.09999999999999998
PAK-01,2025-08-22,1,0,8,4,2.8,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.024176,0.07142857142857144,-0.09999999999999998
PAK-01,2025-08-25,1,0,8,0,3.2,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,0.028571,0.07142857142857144,-0.09999999999999998
PAK-01,2025-08-26,1,0,8,1,2.8,1.0,0.9,7.0,27.0,0.0,0.30106233264646093,-0.0,0.0,-0.09999999999999998
